"MUNICIPIO","DEPARTAMENTO","POBLACIÓN_5_16","TASA_MATRICULACIÓN_5_16","COBERTURA_NETA","COBERTURA_NETA_TRANSICIÓN","COBERTURA_NETA_PRIMARIA","COBERTURA_NETA_SECUNDARIA","COBERTURA_NETA_MEDIA","COBERTURA_BRUTA","COBERTURA_BRUTA_TRANSICIÓN","COBERTURA_BRUTA_PRIMARIA","COBERTURA_BRUTA_SECUNDARIA","COBERTURA_BRUTA_MEDIA","DESERCIÓN","DESERCIÓN_TRANSICIÓN","DESERCIÓN_PRIMARIA","DESERCIÓN_SECUNDARIA","DESERCIÓN_MEDIA","APROBACIÓN","APROBACIÓN_TRANSICIÓN","APROBACIÓN_PRIMARIA","APROBACIÓN_SECUNDARIA","APROBACIÓN_MEDIA","REPROBACIÓN","REPROBACIÓN_TRANSICIÓN","REPROBACIÓN_PRIMARIA","REPROBACIÓN_SECUNDARIA","REPROBACIÓN_MEDIA","REPITENCIA","REPITENCIA_TRANSICIÓN","REPITENCIA_PRIMARIA","REPITENCIA_SECUNDARIA","REPITENCIA_MEDIA"
"Socorro","Santander","5897",0.942,0.9417,0.5577,0.9225,0.8831,0.5143,1.1085,0.9539,1.1293,1.2328,0.9218,0.0449,0.0701,0.0376,0.0549,0.0288,0.8677,0,0.929,0.7848,0.8849,0.0873,0,0.0334,0.1603,0.0863,0.0162,0.0096,0.0052,0.0338,0.0041
"Suaita","Santander","1969",0.998,0.9985,0.6023,0.9641,0.875,0.6215,1.0853,0.8068,1.1232,1.1741,0.9662,0.044,0.0423,0.0362,0.0606,0.0294,0.8744,0,0.8924,0.8196,0.9081,0.0816,0,0.0714,0.1198,0.0625,0.0083,0,0.0106,0.0101,0
"La Salina","Casanare","363",0.736,0.7355,0.3667,0.729,0.5833,0.2931,0.7879,0.5,0.8903,0.825,0.5862,0.0175,0,0.0145,0.0202,0.0294,0.9825,0,0.9855,0.9798,0.9706,0,0,0,0,0,0.021,0,0.0435,0,0
"Sucre","Santander","1841",0.749,0.749,0.3006,0.7372,0.6303,0.3432,0.8734,0.5276,0.9013,1.0101,0.7195,0.0269,0.0465,0.0199,0.0353,0.0225,0.9282,0,0.9659,0.8753,0.9101,0.0449,0,0.0142,0.0894,0.0674,0.0028,0,0.0043,0.0021,0
"Suratá","Santander","619",1.034,1.0339,0.8519,1.1073,0.7861,0.4757,1.1842,1.2407,1.2759,1.2189,0.8544,0.0426,0.0299,0.033,0.0583,0.0541,0.825,0.0299,0.8979,0.6893,0.7703,0.1324,0.0299,0.0691,0.2524,0.1757,0.0309,0,0.027,0.0388,0.0541
"Tona","Santander","1482",0.784,0.7841,0.512,0.8252,0.666,0.4173,0.8536,0.76,0.9477,0.8615,0.6575,0.0034,0,0,0.0051,0.0135,0.9414,0,0.9586,0.9023,0.9459,0.0552,0,0.0414,0.0925,0.0405,0.0034,0,0.0054,0.0026,0
"Valle de San José","Santander","898",1.135,1.1325,0.5921,1.1326,1.1168,0.5325,1.2283,1,1.3039,1.4055,0.8639,0.0286,0.0303,0.018,0.04,0.0313,0.9042,0.0152,0.9212,0.8613,0.9453,0.0671,0.0152,0.0608,0.0987,0.0234,0.0197,0.0152,0.036,0.008,0
"Vélez","Santander","4412",0.819,0.8189,0.3127,0.7643,0.7536,0.489,0.9671,0.6021,0.9376,1.0923,0.989,0.0376,0.0265,0.0119,0.0692,0.0346,0.8721,0,0.9354,0.783,0.8801,0.0903,0,0.0527,0.1478,0.0854,0.0317,0.0053,0.0239,0.0527,0.0102
"Vetas","Santander","580",0.538,0.5379,0.2353,0.5082,0.555,0.3085,0.6155,0.4118,0.5861,0.7225,0.5851,0.0031,0,0,0.0084,0,0.9012,0,0.9091,0.8655,0.9268,0.0957,0,0.0909,0.1261,0.0732,0.0062,0,0.014,0,0
"Villanueva","Santander","1006",1.13,1.1302,0.4217,1.0909,1.148,0.6322,1.2992,0.9639,1.2727,1.568,1.0115,0.0226,0.0541,0.0077,0.0417,0,0.9131,0,0.9405,0.8681,0.9355,0.0643,0,0.0518,0.0903,0.0645,0.0043,0,0,0.0116,0
"Zapatoca","Santander","1694",1.1,1.1004,0.7133,1.0958,0.9545,0.5965,1.268,1.0533,1.2761,1.3953,1.1158,0.035,0.0714,0.018,0.0344,0.0806,0.8532,0.0071,0.9215,0.7953,0.6882,0.1118,0.0071,0.0605,0.1703,0.2312,0.0224,0,0.018,0.0272,0.043
"Sincelejo","Sucre","60370",0.983,0.9818,0.7103,0.9829,0.8054,0.5151,1.1144,1.0065,1.1886,1.1261,0.9667,0.0248,0.0277,0.0201,0.0325,0.0176,0.87,0,0.8931,0.8168,0.8862,0.1052,0,0.0868,0.1507,0.0963,0.0062,0.0018,0.0052,0.009,0.0043
"Buenavista","Sucre","2294",0.91,0.9098,0.5648,0.8619,0.7329,0.4132,1.0205,1.0052,1.1184,1.0439,0.719,0.0299,0.0299,0.0134,0.052,0.028,0.8346,0.0719,0.8643,0.7787,0.8458,0.1355,0.0719,0.1223,0.1693,0.1262,0.0086,0,0.0062,0.012,0.014
"Caimito","Sucre","2861",1.071,1.0706,0.6761,1.0889,0.7882,0.3971,1.187,1.1457,1.3923,1.1882,0.7016,0.0711,0.0707,0.0536,0.1039,0.0525,0.8107,0.0071,0.8266,0.7416,0.8623,0.1182,0.0071,0.1198,0.1545,0.0852,0.0012,0,0,0.0019,0.0066
"Colosó","Sucre","1321",1.241,1.2407,0.7,1.1971,1.1111,0.4595,1.3914,1.2273,1.5091,1.551,0.8649,0.0046,0.0148,0.0048,0.0032,0,0.8029,0,0.8752,0.6264,0.9732,0.1925,0,0.12,0.3704,0.0268,0.0116,0,0.0133,0.0145,0
"Corozal","Sucre","13329",1.051,1.0495,0.6282,1.045,0.8548,0.5781,1.2132,1.3037,1.2815,1.1765,1.0841,0.0211,0.0295,0.0162,0.0281,0.0131,0.877,0.0639,0.9069,0.8211,0.9027,0.1019,0.0639,0.0769,0.1508,0.0842,0.0077,0.0066,0.0075,0.0098,0.0036
"Coveñas","Sucre","3443",0.943,0.9407,0.5675,0.9282,0.7478,0.4698,1.1298,1.263,1.1806,1.1261,0.9395,0.0352,0.0342,0.0142,0.0585,0.0495,0.886,0,0.9376,0.8055,0.8514,0.0788,0,0.0483,0.136,0.0991,0.0223,0,0.0296,0.0207,0.0189
"Chalán","Sucre","1069",0.921,0.9214,0.4835,0.7706,0.8017,0.3567,1.0992,1.0659,1.0267,1.324,0.8363,0.0372,0,0.026,0.0579,0.043,0.8521,0,0.8221,0.8438,0.8817,0.1107,0,0.1518,0.0982,0.0753,0,0,0,0,0
"El Roble","Sucre","2576",0.803,0.8032,0.6164,0.7911,0.5668,0.3652,0.901,1.2877,1.0251,0.7909,0.6062,0.0405,0.0496,0.038,0.052,0.0085,0.8797,0.1135,0.9004,0.8484,0.9237,0.0797,0.1135,0.0616,0.0996,0.0678,0.0052,0.0035,0.0054,0.0059,0.0042
"Galeras","Sucre","5066",0.903,0.9019,0.5963,0.8299,0.7046,0.4239,1.0863,1.4988,1.1358,1.0285,0.8599,0.0379,0.0271,0.0349,0.0522,0.021,0.8825,0.0032,0.883,0.8408,0.9002,0.0796,0.0032,0.0821,0.107,0.0788,0.009,0.0144,0.0085,0.0089,0.0053
"Guaranda","Sucre","4608",0.855,0.8548,0.5647,0.9043,0.5461,0.2728,0.9711,1.3234,1.1894,0.8168,0.552,0.0417,0.0467,0.0207,0.0695,0.076,0.8777,0,0.9035,0.7879,0.8977,0.0806,0,0.0758,0.1426,0.0263,0.007,0.0078,0.0073,0.0079,0
"La Unión","Sucre","2742",0.972,0.9719,0.5297,0.909,0.6608,0.3747,1.1368,1.2246,1.218,1.1247,0.8923,0.0176,0.0173,0.0176,0.019,0.0132,0.8791,0.0346,0.8562,0.8714,0.9441,0.1033,0.0346,0.1261,0.1096,0.0428,0.0057,0.0069,0.0085,0.0032,0
"Los Palmitos","Sucre","4095",1.137,1.1368,0.7697,1.0875,0.858,0.5921,1.296,1.7347,1.3643,1.2452,1.0073,0.0117,0.0187,0.0101,0.0135,0.0064,0.8861,0,0.9015,0.8193,0.9268,0.1022,0,0.0884,0.1672,0.0669,0.0012,0,0.0024,6e-04,0
"Majagual","Sucre","8150",1.057,1.056,0.5795,1.0158,0.7571,0.4814,1.2633,1.5398,1.367,1.1263,1.1282,0.0216,0.0167,0.0207,0.0274,0.0154,0.9234,0.0084,0.9242,0.8937,0.9482,0.0549,0.0084,0.0552,0.0789,0.0363,0.0034,0.0102,0.0036,0.0014,9e-04
"Morroa","Sucre","3331",0.806,0.8061,0.482,0.7887,0.5779,0.3089,0.997,0.9892,1.17,0.9487,0.6696,0.0167,0.0193,0.0182,0.0177,0.0035,0.8492,0.0695,0.8732,0.7794,0.9126,0.1341,0.0695,0.1086,0.2029,0.0839,3e-04,0,0,0.001,0
"Ovejas","Sucre","5050",1.005,1.0044,0.6991,0.9732,0.7936,0.5684,1.1505,1.338,1.23,1.1118,0.9223,0.0242,0.0264,0.0129,0.0355,0.0337,0.8968,0.0226,0.9007,0.8682,0.9127,0.079,0.0226,0.0864,0.0963,0.0536,0.0104,0,0.009,0.016,0.0092
"Palmito","Sucre","3915",0.841,0.8414,0.4647,0.8255,0.6455,0.4078,1.0043,1.05,1.0966,0.9602,0.8238,0.0261,0.0308,0.0181,0.0374,0.0241,0.8737,0,0.9096,0.7894,0.8771,0.1001,0,0.0723,0.1732,0.0988,0.0039,0.0028,0.0023,0.007,0.0024
"Sampués","Sucre","9214",1.066,1.0653,0.7835,1.0887,0.7685,0.447,1.2448,1.6353,1.3453,1.1588,0.9614,0.0204,0.0143,0.015,0.0305,0.0215,0.8817,0.0093,0.8866,0.8394,0.878,0.098,0.0093,0.0984,0.1302,0.1005,3e-04,0,4e-04,3e-04,0
"San Benito Abad","Sucre","6607",0.935,0.9351,0.601,0.9374,0.6247,0.2761,1.0781,1.2928,1.2533,1.0069,0.6337,0.0519,0.0424,0.0349,0.0908,0.0297,0.8535,0.0093,0.8615,0.7866,0.9221,0.0945,0.0093,0.1036,0.1227,0.0482,0.0022,0,0.0043,0,0
"San Juan de Betulia","Sucre","2585",0.991,0.9907,0.6445,0.9868,0.7841,0.5022,1.1195,1.2133,1.2038,1.1409,0.8348,0.0225,0.0493,0.0173,0.0231,0.0219,0.8945,0,0.9176,0.8535,0.8844,0.083,0,0.0651,0.1233,0.0938,0.0049,0.009,0.0074,0.0022,0
"San Marcos","Sucre","14021",0.914,0.9139,0.561,0.9157,0.6708,0.3971,1.0341,1.1804,1.1616,0.9719,0.7558,0.036,0.0594,0.0301,0.0398,0.0295,0.8813,0.0105,0.8804,0.8623,0.8946,0.0827,0.0105,0.0895,0.0979,0.0758,0.002,0,0.0036,7e-04,0
"San Onofre","Sucre","13494",0.916,0.9163,0.6258,0.9062,0.6367,0.3014,1.0761,1.5921,1.2611,0.9394,0.5834,0.042,0.0403,0.0375,0.0509,0.0412,0.8533,0.0231,0.8432,0.8204,0.895,0.1047,0.0231,0.1193,0.1287,0.0637,4e-04,5e-04,6e-04,0,0
"San Pedro","Sucre","3406",1.104,1.1036,0.7902,1.0351,0.8501,0.5712,1.2962,2.0874,1.2844,1.2319,1.0534,0.0267,0.0218,0.0205,0.0368,0.0289,0.8824,0,0.9049,0.8135,0.8616,0.091,0,0.0747,0.1497,0.1095,0.0091,0,0.0127,0.0094,0.0062
"Sincé","Sucre","7762",0.775,0.7743,0.5434,0.7752,0.5913,0.3354,0.8817,1.0316,0.9639,0.8739,0.6159,0.0469,0.0404,0.0339,0.0696,0.0373,0.8455,0,0.8915,0.7561,0.8169,0.1077,0,0.0746,0.1743,0.1458,0.0062,0,0.0069,0.0065,0.0085
"Sucre","Sucre","4883",1.06,1.0598,0.5863,1.1206,0.6677,0.3366,1.1923,1.6998,1.4614,1.0069,0.6141,0.0332,0.0292,0.0314,0.041,0.0244,0.9566,0,0.9599,0.9385,0.9756,0.0101,0,0.0087,0.0205,0,0.0012,0,0.0013,0.0019,0
"Santiago de Tolú","Sucre","8224",0.866,0.8655,0.5877,0.8544,0.6621,0.3229,1.0411,1.4854,1.1876,0.9815,0.5776,0.0243,0.0166,0.0154,0.0443,0.0054,0.8413,0.0155,0.8704,0.7399,0.8825,0.1345,0.0155,0.1142,0.2158,0.1121,6e-04,0,0.0013,0,0
"Toluviejo","Sucre","4401",1.063,1.062,0.7541,1.0706,0.811,0.5133,1.224,1.4486,1.3664,1.1626,0.8668,0.0256,0.0326,0.0211,0.0323,0.018,0.8714,0.0115,0.8869,0.8192,0.8829,0.103,0.0115,0.092,0.1485,0.0991,4e-04,0.0019,4e-04,0,0
"Ibagué","Tolima","113728",0.855,0.854,0.5537,0.8202,0.7366,0.4793,0.9698,0.8523,0.988,1.0374,0.851,0.0292,0.037,0.0248,0.0367,0.0184,0.8912,0.0083,0.9244,0.8351,0.9081,0.0796,0.0083,0.0508,0.1281,0.0735,0.0049,0.0022,0.0035,0.0083,0.0018
"Alpujarra","Tolima","1018",0.743,0.7426,0.5581,0.7163,0.6529,0.4024,0.8153,0.686,0.8416,0.8824,0.6805,0.0281,0.0169,0.0112,0.048,0.0417,0.9194,0,0.9326,0.8819,0.9375,0.0524,0,0.0562,0.0701,0.0208,0,0,0,0,0
"Alvarado","Tolima","1944",0.787,0.787,0.4259,0.7896,0.6197,0.4,0.8447,0.7716,0.9722,0.8076,0.6102,0.0469,0.024,0.0274,0.0844,0.0389,0.8526,0,0.9055,0.743,0.8556,0.1005,0,0.0672,0.1726,0.1056,0.0207,0,0.0249,0.0206,0.0167
"Ambalema","Tolima","1348",0.822,0.822,0.3391,0.7914,0.6583,0.3487,0.8909,0.8,1.0504,0.9043,0.5378,0.0816,0.0978,0.0394,0.1511,0.0469,0.826,0,0.8955,0.6952,0.8594,0.0924,0,0.0651,0.1537,0.0938,0.05,0.0109,0.036,0.0932,0.0078
"Anzoátegui","Tolima","4799",0.426,0.4259,0.2263,0.4083,0.3711,0.2101,0.4568,0.3309,0.5067,0.4902,0.3278,0.0615,0.0441,0.0285,0.111,0.0612,0.8803,0,0.9087,0.8233,0.8898,0.0582,0,0.0628,0.0658,0.049,0.0019,0,0.001,0.0041,0
"Armero","Tolima","2514",0.901,0.9014,0.4455,0.8515,0.7981,0.4455,1.0601,0.8578,1.1107,1.1461,0.854,0.036,0.0331,0.0319,0.0479,0.0172,0.9213,0,0.9184,0.9019,0.9621,0.0427,0,0.0497,0.0502,0.0207,0,0,0,0,0
"Ataco","Tolima","5689",0.829,0.8293,0.503,0.8776,0.5969,0.2441,0.9005,0.7435,1.1526,0.8338,0.4622,0.0325,0.0281,0.0372,0.0302,0.0109,0.9236,0,0.9142,0.9239,0.9457,0.0439,0,0.0486,0.0459,0.0435,0,0,0,0,0
"Cajamarca","Tolima","4393",0.854,0.8534,0.5138,0.8492,0.7007,0.3625,0.9588,0.7459,1.0418,0.9732,0.8195,0.0389,0.0453,0.0328,0.053,0.014,0.9158,0,0.9376,0.8735,0.93,0.0452,0,0.0296,0.0735,0.056,0.0087,0,0.0075,0.0144,0
"Carmen de Apicalá","Tolima","1771",1.049,1.048,0.4759,1.0428,0.8731,0.5434,1.1711,0.931,1.2721,1.176,1.0386,0.0376,0.0446,0.0363,0.0513,0,0.9142,0,0.93,0.8585,0.9956,0.0482,0,0.0338,0.0902,0.0044,0,0,0,0,0
"Casabianca","Tolima","1549",0.795,0.7947,0.5426,0.7979,0.5951,0.444,0.8489,0.7132,0.9755,0.8137,0.6556,0.0327,0.0326,0.0141,0.0537,0.0506,0.9529,0,0.9623,0.9369,0.9494,0.0144,0,0.0235,0.0093,0,0.0084,0.0109,0.0126,0.0047,0
"Chaparral","Tolima","11917",0.941,0.9405,0.5192,0.9373,0.7419,0.4027,1.0888,0.8075,1.2853,1.0492,0.8064,0.0295,0.0345,0.0229,0.0429,0.0166,0.9105,0.0166,0.9343,0.8617,0.9162,0.0599,0.0166,0.0428,0.0954,0.0673,0.0027,0,0.003,0.0026,0.0029
"Coello","Tolima","2301",0.621,0.6206,0.2708,0.5502,0.5698,0.3011,0.6767,0.5625,0.6752,0.781,0.5114,0.018,0.0278,0.0091,0.0279,0.0111,0.9094,0,0.9347,0.8672,0.9222,0.0726,0,0.0561,0.1049,0.0667,0.0289,0.0093,0.0288,0.041,0
"Coyaima","Tolima","7207",0.831,0.8313,0.3313,0.8175,0.7334,0.475,0.9048,0.6456,1.0291,0.903,0.7191,0.0358,0.0621,0.0228,0.0475,0.042,0.908,0.0024,0.9074,0.8935,0.9344,0.0563,0.0024,0.0698,0.059,0.0236,0.0114,0.0095,0.0135,0.011,0.0052
"Cunday","Tolima","2247",0.816,0.8158,0.5052,0.751,0.769,0.4407,0.9132,0.6667,0.8672,1.0984,0.7629,0.0541,0.0703,0.0323,0.074,0.0619,0.895,0,0.9222,0.8548,0.9048,0.0509,0,0.0455,0.0712,0.0333,0.0021,0,0.0012,0.0027,0.0048
"Dolores","Tolima","1642",0.963,0.9635,0.6043,0.9195,0.9086,0.4469,1.0822,0.8705,1.183,1.1755,0.7509,0.059,0.0496,0.0303,0.0933,0.0585,0.8696,0.0083,0.9105,0.8118,0.8634,0.0714,0.0083,0.0592,0.0949,0.078,0.0171,0.0083,0.0152,0.0218,0.0146
"Espinal","Tolima","16473",0.853,0.8521,0.4586,0.8196,0.7066,0.5142,0.9582,0.8097,0.9967,0.962,0.9246,0.04,0.0374,0.0293,0.0545,0.036,0.8426,0.0086,0.8727,0.7811,0.8598,0.1174,0.0086,0.0979,0.1644,0.1042,0.0099,0.0043,0.0125,0.0111,0.0018
"Falan","Tolima","1971",0.884,0.8828,0.4431,0.7913,0.8399,0.5278,1.002,0.6946,0.9794,1.0488,1.1235,0.0443,0.0603,0.0273,0.064,0.0375,0.886,0,0.9157,0.8299,0.9208,0.0697,0,0.057,0.1061,0.0417,0.0032,0,0.0012,0.0044,0.0083
"Flandes","Tolima","6045",0.757,0.7557,0.3951,0.7246,0.6242,0.3796,0.8988,0.8395,0.9427,0.9025,0.8141,0.0417,0.0491,0.0375,0.0514,0.0231,0.8953,0.0038,0.9294,0.839,0.8876,0.063,0.0038,0.0331,0.1096,0.0893,0.0024,0,0.0025,0.0017,0.0058
"Fresno","Tolima","6708",0.921,0.9204,0.551,0.9325,0.7348,0.3993,1.0188,0.9141,1.1617,0.9987,0.7484,0.0396,0.0509,0.03,0.0555,0.0286,0.8774,0.0081,0.8969,0.8216,0.9078,0.0829,0.0081,0.0731,0.1229,0.0636,0.0083,0.0041,0.0079,0.0115,0.0032
"Guamo","Tolima","6660",0.862,0.8617,0.4105,0.8197,0.7402,0.5068,0.9779,0.8119,1.0513,0.9658,0.8997,0.0258,0.0284,0.0221,0.0332,0.0182,0.9404,0.0047,0.9484,0.9175,0.9575,0.0338,0.0047,0.0296,0.0493,0.0243,0.0094,0,0.0122,0.0096,0.0049
"Herveo","Tolima","1741",0.866,0.8656,0.5578,0.8525,0.706,0.3321,0.9661,0.7891,1.0738,1.0222,0.657,0.0497,0.0345,0.0394,0.0745,0.0217,0.8522,0,0.8715,0.78,0.9348,0.0981,0,0.0891,0.1455,0.0435,0.0264,0.0172,0.028,0.0309,0.0072
"Honda","Tolima","4844",0.828,0.828,0.4422,0.7926,0.7208,0.4168,0.9903,0.8141,0.9847,1.1199,0.8471,0.0431,0.0442,0.0409,0.0426,0.051,0.8725,0,0.8733,0.8421,0.9082,0.0843,0,0.0858,0.1153,0.0408,0.0133,0.008,0.0139,0.017,0.0041
"Icononzo","Tolima","2348",0.947,0.9468,0.4857,0.8825,0.8895,0.5431,1.0728,0.719,1.0279,1.1851,1.1645,0.0421,0.0795,0.032,0.0438,0.0525,0.8744,0.0132,0.9128,0.8124,0.9074,0.0834,0.0132,0.0552,0.1438,0.0401,0.0025,0,0.0039,0.0011,0.0031
"Lérida","Tolima","3488",0.957,0.9567,0.4896,0.9095,0.7925,0.5424,1.0837,0.8229,1.1056,1.1207,1.083,0.0171,0.0282,0.0139,0.0203,0.0142,0.9495,0,0.9556,0.9337,0.9599,0.0334,0,0.0306,0.046,0.0259,0.0165,0.0094,0.0208,0.0177,0.0024
"Líbano","Tolima","8630",0.899,0.899,0.5288,0.8543,0.7764,0.3984,1.0474,0.7995,1.1189,1.124,0.8365,0.0395,0.0381,0.0277,0.0563,0.0364,0.9,0.0018,0.9337,0.8551,0.8596,0.0604,0.0018,0.0387,0.0886,0.104,0.0126,0.0036,0.0144,0.0133,0.0078
"Mariquita","Tolima","6839",1.027,1.0257,0.5858,0.9969,0.8695,0.4795,1.1408,0.9664,1.1953,1.2224,0.916,0.0453,0.0617,0.0344,0.06,0.0332,0.8785,0,0.9087,0.823,0.8908,0.0761,0,0.057,0.117,0.0759,0.002,0,0.0022,0.0026,0
"Melgar","Tolima","8034",1.032,1.0314,0.6835,1.0838,0.8057,0.5105,1.167,1.0063,1.2746,1.1539,1.0123,0.0253,0.0266,0.0227,0.0315,0.0169,0.889,0.0512,0.9091,0.8393,0.9312,0.0858,0.0512,0.0681,0.1293,0.0519,0,0,0,0,0
"Murillo","Tolima","1223",0.654,0.6541,0.2212,0.6344,0.5332,0.2821,0.7195,0.4904,0.8124,0.769,0.4923,0.028,0.0196,0.0048,0.0584,0.038,0.8858,0,0.9167,0.8149,0.9367,0.0862,0,0.0786,0.1266,0.0253,0.007,0,0.0024,0.0162,0
"Natagaima","Tolima","4520",0.685,0.6843,0.3243,0.6475,0.564,0.3942,0.7564,0.6054,0.8047,0.7683,0.6819,0.0527,0.0347,0.042,0.0662,0.0615,0.8949,0,0.8949,0.8802,0.9026,0.0524,0,0.0631,0.0536,0.0359,7e-04,0,8e-04,0,0.0026
"Ortega","Tolima","7957",0.882,0.8825,0.4523,0.8359,0.7744,0.5611,0.9544,0.7455,1.0259,0.9679,0.8482,0.0385,0.039,0.0219,0.0607,0.0421,0.9251,0,0.9458,0.8857,0.9295,0.0364,0,0.0323,0.0537,0.0284,0.0033,0,0.0049,0.0017,0.0032
"Palocabildo","Tolima","2037",0.855,0.8547,0.5148,0.9636,0.6564,0.2583,0.9362,0.9408,1.1716,0.8904,0.4264,0.0329,0.0755,0.0372,0.0162,0.0175,0.9227,0,0.9186,0.9209,0.9649,0.0444,0,0.0442,0.0629,0.0175,0.011,0,0.0101,0.018,0
"Piedras","Tolima","1324",0.748,0.7477,0.4182,0.6863,0.6125,0.5343,0.8225,0.7091,0.8217,0.8463,0.8333,0.0294,0.0256,0.0195,0.0342,0.0471,0.8742,0,0.8894,0.8263,0.8941,0.0964,0,0.0911,0.1395,0.0588,0.0055,0.0128,0.0108,0,0
"Planadas","Tolima","8227",0.78,0.7795,0.4473,0.8629,0.6032,0.2666,0.8511,0.7835,1.0588,0.7838,0.4864,0.069,0.0408,0.0578,0.0992,0.0587,0.8821,0,0.8959,0.8318,0.9015,0.0489,0,0.0464,0.0689,0.0398,0.0039,0.0019,0.0042,0.005,0
"Prado","Tolima","1546",1.103,1.1022,0.5118,1.0726,0.9505,0.5587,1.2536,1.0079,1.4158,1.2895,0.8785,0.0487,0.0569,0.0406,0.0616,0.0361,0.9044,0,0.9308,0.8452,0.9588,0.047,0,0.0286,0.0932,0.0052,0.0045,0,0.006,0.0047,0
"Purificación","Tolima","5904",0.742,0.741,0.361,0.6987,0.5944,0.447,0.8601,0.6141,0.9431,0.8332,0.8252,0.0308,0.0292,0.027,0.0408,0.0196,0.9227,0.0125,0.9515,0.8682,0.9476,0.0465,0.0125,0.0214,0.091,0.0327,5e-04,0,0.0011,0,0
"Rioblanco","Tolima","6835",0.714,0.7137,0.445,0.7294,0.5415,0.2533,0.7773,0.6883,0.9289,0.7341,0.5056,0.0623,0.0484,0.0506,0.0866,0.0584,0.8699,0.0194,0.8784,0.8418,0.8613,0.0678,0.0194,0.071,0.0716,0.0803,0.0025,0,0.0033,0.0019,0.0024
"Roncesvalles","Tolima","1417",0.857,0.8567,0.5517,0.8571,0.6888,0.3036,0.9499,0.8707,1.0571,1.029,0.5357,0.0613,0.0297,0.0588,0.0659,0.0882,0.8664,0,0.9141,0.7773,0.8529,0.0723,0,0.027,0.1568,0.0588,0,0,0,0,0
"Rovira","Tolima","5040",1.08,1.0802,0.5882,1.0281,0.9065,0.5881,1.1986,0.8715,1.3249,1.2506,0.9275,0.0523,0.04,0.0423,0.0704,0.0501,0.8789,0,0.8842,0.8469,0.8998,0.0688,0,0.0734,0.0827,0.0501,0.0048,0,0.0051,0.0069,0
"Saldaña","Tolima","3101",0.856,0.8546,0.3629,0.8521,0.7241,0.538,0.9391,0.75,1.0085,0.9426,0.846,0.0396,0.0267,0.0311,0.059,0.0226,0.9179,0,0.9273,0.882,0.9549,0.0426,0,0.0415,0.059,0.0226,0.0132,0,0.0095,0.02,0.0125
"San Antonio","Tolima","3510",0.909,0.9085,0.4704,0.9009,0.8086,0.4097,1.0236,0.676,1.0826,1.1291,0.8417,0.0482,0.0461,0.0427,0.0605,0.0339,0.8849,0,0.8913,0.8538,0.9153,0.0669,0,0.0659,0.0857,0.0508,0.0018,0,0.0012,0.0018,0.0068
"San Luis","Tolima","3975",0.642,0.642,0.303,0.6225,0.5685,0.3415,0.6969,0.503,0.7471,0.7349,0.5899,0.0281,0.0301,0.0242,0.0345,0.0246,0.8841,0,0.9073,0.8211,0.9262,0.0877,0,0.0685,0.1444,0.0492,0.0063,0,0.0073,0.0086,0
"Santa Isabel","Tolima","1551",0.871,0.8711,0.391,0.846,0.751,0.371,1.0116,0.7218,1.0488,1.1556,0.7702,0.0371,0.0625,0.032,0.0453,0.016,0.8733,0,0.907,0.8082,0.88,0.0896,0,0.061,0.1466,0.104,0,0,0,0,0
"Suárez","Tolima","944",0.66,0.66,0.3974,0.6142,0.5443,0.3654,0.715,0.6026,0.7741,0.7342,0.5833,0.0178,0.0638,0.0164,0.0172,0,0.9022,0.0213,0.9279,0.8578,0.9231,0.08,0.0213,0.0557,0.125,0.0769,0,0,0,0,0
"Valle de San Juan","Tolima","1520",0.664,0.6645,0.3333,0.615,0.5453,0.4136,0.7184,0.6357,0.7699,0.6898,0.6818,0.0577,0.0488,0.0398,0.0894,0.0467,0.8608,0,0.8725,0.7989,0.92,0.0815,0,0.0876,0.1117,0.0333,0.0018,0,0,0.0056,0
"Venadillo","Tolima","4335",0.57,0.57,0.3657,0.5749,0.4376,0.272,0.6415,0.6122,0.6819,0.6621,0.4985,0.0248,0.0271,0.0183,0.0344,0.0233,0.9484,0,0.9626,0.9135,0.9728,0.0268,0,0.0191,0.0521,0.0039,0.0171,0.0136,0.0191,0.019,0.0039
"Villahermosa","Tolima","2478",0.733,0.7328,0.4829,0.7841,0.5202,0.3005,0.8006,0.7561,0.9819,0.6631,0.6321,0.0589,0.0452,0.0457,0.088,0.0559,0.851,0.0194,0.8648,0.7864,0.8994,0.0902,0.0194,0.0895,0.1257,0.0447,0.0073,0,0.0068,0.0126,0
"Villarrica","Tolima","1103",0.941,0.9411,0.5914,0.9307,0.8411,0.4481,1.0372,0.9785,1.1082,1.1096,0.7432,0.0716,0.0333,0.0624,0.1026,0.0394,0.8605,0,0.9074,0.7718,0.874,0.0679,0,0.0302,0.1256,0.0866,0,0,0,0,0
"Cali","Valle del Cauca","440216",0.765,0.7625,0.4359,0.7442,0.6661,0.4084,0.8617,0.6943,0.901,0.9171,0.7415,0.0394,0.0501,0.0307,0.0499,0.0346,0.885,0.0045,0.9162,0.8309,0.9024,0.0757,0.0045,0.0531,0.1192,0.0631,0.0079,0.0049,0.0065,0.0111,0.005
